response_id,status,language,sessionid,user_agent,tags,ip_address,longitude,latitude,country,city,state_region,postal,which_higher_education_institution_do_you_or_did_you_study_at?,what_is_your_current_year_of_study_as_of_2025?,what_will_be_your_highest_qualification_when_you_graduate?,which_of_the_following_best_describes_the_main_subject_that_you_are_studying?,please_indicate_your_nationality,what_is_your_gender?,which_of_these_statements_best_describes_your_current_perception_of_the_organisation_as_an_employer?,types_of_roles_available:what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3),career_progression_and_development:what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3),compensation_and_benefits:what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3),work-life_balance_and_culture:what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3),application_and_interview_process:what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3),other_-_write_in_(required):what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3),other_-_write_in_(required):what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3)__1,"on_a_scale_from_1_to_10_(1_–_low,_10_–_high),_how_would_you_rate_the_attractiveness_of_the_organisation_as_an_employer?",which_of_these_factors_would_most_motivate_you_to_apply_for_a_position_at_the_organisation?,other_-_write_in_(required):which_of_these_factors_would_most_motivate_you_to_apply_for_a_position_at_the_organisation?,student_interest_profile,time_taken,student_segment,rating_col,year_group,nationality_group,gender_group,field_group,perception_group,motivation_group,score_group,segment
1879,Complete,English,1762846393_6912e6b9228842.10761929,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3.1 Mobile/15E148 Safari/604.1",,137.132.26.166,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 4,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,,,Application and interview process,,,8.0,Career growth opportunities,,"Types of roles available, Career progression and development, Application and interview process",1.4833333333333334,Late Talent (Graduate Seekers),8.0,Year 4,Singaporean/PR,Female,Social Sciences,Familiar & Positive,Career Growth Opportunities,High (8-10),Other Segment
1880,Complete,English,1762846409_6912e6c9b2b893.80591125,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,137.132.26.11,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,6.0,Job security,,"Types of roles available, Career progression and development, Compensation and benefits",1.1333333333333333,Late Talent (Graduate Seekers),6.0,Year 4,Singaporean/PR,Female,Social Sciences,Recognize but Unclear,Job Security,Medium (5-7),High Potential but Uninformed
1881,Complete,English,1762846412_6912e6cc712665.18046611,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",,119.234.18.178,103.85540008545,1.3035999536514,Singapore,Singapore,0,18.0,National University of Singapore (NUS),Year 3,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,,,Application and interview process,,,10.0,Meaningful work impact,,"Types of roles available, Career progression and development, Application and interview process",15.316666666666666,Late Talent (Graduate Seekers),10.0,Year 3,Singaporean/PR,Male,Social Sciences,Familiar & Positive,Meaningful Work Impact,High (8-10),Other Segment
1882,Complete,English,1762846428_6912e6dcdb3430.67198770,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6.2 Mobile/22G100 Safari/604.1",,137.132.26.156,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,,Work-life balance and culture,,,,4.0,Meaningful work impact,,"Types of roles available, Career progression and development, Work-life balance and culture",1.7666666666666666,Late Talent (Graduate Seekers),4.0,Year 4,Singaporean/PR,Female,Social Sciences,Unfamiliar/No Opinion,Meaningful Work Impact,Low (1-4),Disengaged/Non-Target
1883,Complete,English,1762846442_6912e6ea625ed9.55764407,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.86,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 3,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,,Compensation and benefits,,Application and interview process,,,5.0,Work-life balance,,"Types of roles available, Compensation and benefits, Application and interview process",5.366666666666666,Late Talent (Graduate Seekers),5.0,Year 3,Singaporean/PR,Female,Social Sciences,Familiar & Positive,Work-Life Balance,Medium (5-7),Other Segment
1885,Complete,English,1762846101_6912e595470f92.82575804,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,137.132.26.131,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 2,Bachelor's Degree,Economics,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,Work-life balance and culture,,,,5.0,Meaningful work impact,,"Types of roles available, Career progression and development, Work-life balance and culture",1.7666666666666666,Early Talent (Internship Seekers),5.0,Year 2,Singaporean/PR,Male,Economics,Recognize but Unclear,Meaningful Work Impact,Medium (5-7),High Potential but Uninformed
1887,Complete,English,1762846657_6912e7c1572980.58468040,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21G93 Instagram 405.1.0.27.75 (iPhone12,5; iOS 17_6_1; en_GB; en-GB; scale=3.00; 1242x2688; IABMV/1; 817093285)",,137.132.26.157,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,I’m not familiar enough with the organisation to form a solid opinion,,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,3.0,Work-life balance,,"Career progression and development, Compensation and benefits, Work-life balance and culture",0.9666666666666667,Late Talent (Graduate Seekers),3.0,Year 4,Singaporean/PR,Male,Social Sciences,Unfamiliar/No Opinion,Work-Life Balance,Low (1-4),Disengaged/Non-Target
1888,Complete,English,1762840359_6912cf271f5e77.04153492,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",,119.234.100.252,103.80139923096,1.3673000335693,Singapore,,,,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,7.0,Career growth opportunities,,"Types of roles available, Career progression and development, Compensation and benefits",2.45,Late Talent (Graduate Seekers),7.0,Year 4,Singaporean/PR,Male,Social Sciences,Positive but Uninformed,Career Growth Opportunities,Medium (5-7),High Potential but Uninformed
1889,Complete,English,1762846777_6912e839003147.36481077,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22G100 Instagram 405.1.0.27.75 (iPhone17,1; iOS 18_6_2; en_GB; en-GB; scale=3.00; 1206x2622; IABMV/1; 817093285)",,137.132.26.196,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,7.0,Meaningful work impact,,"Types of roles available, Compensation and benefits, Work-life balance and culture",0.95,Late Talent (Graduate Seekers),7.0,Year 3,Singaporean/PR,Male,Social Sciences,Positive but Uninformed,Meaningful Work Impact,Medium (5-7),High Potential but Uninformed
1891,Complete,English,1762846912_6912e8c0ed7bd6.16472862,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0.1 Mobile/15E148 Safari/604.1",,137.132.26.115,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 1,Bachelor's Degree,Economics,Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,Compensation and benefits,,,,,5.0,Meaningful work impact,,"Types of roles available, Career progression and development, Compensation and benefits",1.4666666666666666,Early Talent (Internship Seekers),5.0,Year 1,Singaporean/PR,Female,Economics,Unfamiliar/No Opinion,Meaningful Work Impact,Medium (5-7),Disengaged/Non-Target
1892,Complete,English,1762846921_6912e8c997c1f3.71925282,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.223,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Prefer not to say,I’m not familiar enough with the organisation to form a solid opinion,,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,3.0,Job security,,"Career progression and development, Compensation and benefits, Work-life balance and culture",1.3,Late Talent (Graduate Seekers),3.0,Year 4,Singaporean/PR,Prefer not to say,Social Sciences,Unfamiliar/No Opinion,Job Security,Low (1-4),Disengaged/Non-Target
1893,Complete,English,1762846933_6912e8d54aef72.99171955,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,111.65.74.161,103.91429901123,1.315299987793,Singapore,Singapore,0,42.0,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,,Work-life balance and culture,Application and interview process,,,2.0,Compensation package,,"Types of roles available, Work-life balance and culture, Application and interview process",1.7166666666666666,Early Talent (Internship Seekers),2.0,Year 1,Singaporean/PR,Female,Medicine/Health,Recognize but Unclear,Compensation Package,Low (1-4),Disengaged/Non-Target
1894,Complete,English,1762846939_6912e8db274d58.69808424,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,104.28.119.113,-97.821998596191,37.750999450684,United States,,,,Yale-NUS College,Year 4,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Prefer not to say,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,,Work-life balance and culture,Application and interview process,,,7.0,Career growth opportunities,,"Career progression and development, Work-life balance and culture, Application and interview process",1.4333333333333333,Late Talent (Graduate Seekers),7.0,Year 4,Singaporean/PR,Prefer not to say,Social Sciences,Positive but Uninformed,Career Growth Opportunities,Medium (5-7),High Potential but Uninformed
1895,Complete,English,1762846951_6912e8e73fa3a9.40686806,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/142.0.7444.128 Mobile/15E148 Safari/604.1",,111.65.74.129,103.91429901123,1.315299987793,Singapore,Singapore,0,42.0,Curtin University Singapore,Year 1,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,Work-life balance and culture,,,,8.0,Career growth opportunities,,"Types of roles available, Career progression and development, Work-life balance and culture",1.1,Early Talent (Internship Seekers),8.0,Year 1,Singaporean/PR,Female,Medicine/Health,Recognize but Unclear,Career Growth Opportunities,High (8-10),High Potential but Uninformed
1896,Complete,English,1762846962_6912e8f20a9743.82221055,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0.1 Mobile/15E148 Safari/604.1",,202.51.247.23,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 3,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,,Work-life balance and culture,,,,9.0,Meaningful work impact,,"Types of roles available, Career progression and development, Work-life balance and culture",1.0666666666666667,Late Talent (Graduate Seekers),9.0,Year 3,Singaporean/PR,Female,IT/Tech,Familiar & Positive,Meaningful Work Impact,High (8-10),Other Segment
1897,Complete,English,1762846979_6912e9035dd355.97874413,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/140.0.7339.122 Mobile/15E148 Safari/604.1",,137.132.26.22,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,7.0,Career growth opportunities,,"Types of roles available, Career progression and development, Work-life balance and culture",60.43333333333333,Late Talent (Graduate Seekers),7.0,Year 4,Singaporean/PR,Female,Social Sciences,Positive but Uninformed,Career Growth Opportunities,Medium (5-7),High Potential but Uninformed
1898,Complete,English,1762846991_6912e90fea5009.22572199,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.48,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,6.0,Meaningful work impact,,"Types of roles available, Career progression and development, Work-life balance and culture",237.15,Late Talent (Graduate Seekers),6.0,Year 3,Singaporean/PR,Female,Social Sciences,Positive but Uninformed,Meaningful Work Impact,Medium (5-7),High Potential but Uninformed
1899,Complete,English,1762847045_6912e945829ed6.03133400,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,104.28.122.108,-97.821998596191,37.750999450684,United States,,,,National University of Singapore (NUS),Year 3,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,,,Application and interview process,,,8.0,Job security,,"Types of roles available, Career progression and development, Application and interview process",1.6,Late Talent (Graduate Seekers),8.0,Year 3,Singaporean/PR,Female,Social Sciences,Unfamiliar/No Opinion,Job Security,High (8-10),Disengaged/Non-Target
1900,Complete,English,1762847051_6912e94b8ef893.43429465,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,122.11.245.29,103.85540008545,1.3035999536514,Singapore,Singapore,0,18.0,National University of Singapore (NUS),Year 2,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,5.0,Work-life balance,,"Types of roles available, Career progression and development, Compensation and benefits",2.0,Early Talent (Internship Seekers),5.0,Year 2,Singaporean/PR,Male,Social Sciences,Recognize but Unclear,Work-Life Balance,Medium (5-7),High Potential but Uninformed
1901,Complete,English,1762847059_6912e953431990.03125320,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,104.28.119.113,-97.821998596191,37.750999450684,United States,,,,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,Work-life balance and culture,,,,6.0,Work-life balance,,"Types of roles available, Career progression and development, Work-life balance and culture",1.2,Early Talent (Internship Seekers),6.0,Year 1,Singaporean/PR,Male,Medicine/Health,Recognize but Unclear,Work-Life Balance,Medium (5-7),High Potential but Uninformed
1903,Complete,English,1762847188_6912e9d41162e2.48345193,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/137.0.7151.107 Mobile/15E148 Safari/604.1",,137.132.26.70,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,,Work-life balance and culture,,,,3.0,Career growth opportunities,,"Types of roles available, Career progression and development, Work-life balance and culture",32.916666666666664,Early Talent (Internship Seekers),3.0,Year 1,Singaporean/PR,Male,Social Sciences,Unfamiliar/No Opinion,Career Growth Opportunities,Low (1-4),Disengaged/Non-Target
1905,Complete,English,1762847286_6912ea368f9a67.83457726,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/145.0  Mobile/15E148 Safari/604.1",,119.234.64.230,103.88590240479,1.3552000522614,Singapore,Singapore,0,53.0,National University of Singapore (NUS),Year 1,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,10.0,Meaningful work impact,,"Types of roles available, Career progression and development, Compensation and benefits",1.6833333333333333,Early Talent (Internship Seekers),10.0,Year 1,Singaporean/PR,Male,Social Sciences,Familiar & Positive,Meaningful Work Impact,High (8-10),Other Segment
1906,Complete,English,1762847301_6912ea45136143.73800508,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/142.0.7444.128 Mobile/15E148 Safari/604.1",,137.132.26.98,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Agriculture, Veterinary Science and related subjects",Singaporean/Singapore PR,Male,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,5.0,Work-life balance,,"Types of roles available, Compensation and benefits, Work-life balance and culture",2.183333333333333,Late Talent (Graduate Seekers),5.0,Year 3,Singaporean/PR,Male,Social Sciences,Unfamiliar/No Opinion,Work-Life Balance,Medium (5-7),Disengaged/Non-Target
1908,Complete,English,1762847364_6912ea84ab36e7.47880116,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,104.28.119.112,-97.821998596191,37.750999450684,United States,,,,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,,Application and interview process,,,6.0,Learning and development,,"Types of roles available, Career progression and development, Application and interview process",1.2833333333333334,Early Talent (Internship Seekers),6.0,Year 1,Singaporean/PR,Female,Social Sciences,Recognize but Unclear,Learning & Development,Medium (5-7),High Potential but Uninformed
1909,Complete,English,1762847374_6912ea8e7b8411.53696116,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",,137.132.26.102,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 1,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,,,Application and interview process,,,7.0,Meaningful work impact,,"Types of roles available, Career progression and development, Application and interview process",10.55,Early Talent (Internship Seekers),7.0,Year 1,Singaporean/PR,Female,Social Sciences,Familiar & Positive,Meaningful Work Impact,Medium (5-7),Other Segment
1911,Complete,English,1762846970_6912e8fa53bc61.62929930,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0.1 Mobile/15E148 Safari/604.1",,137.132.26.182,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,Compensation and benefits,,,,,1.0,Compensation package,,"Types of roles available, Career progression and development, Compensation and benefits",154.35,Late Talent (Graduate Seekers),1.0,Year 3,Singaporean/PR,Male,Social Sciences,Unfamiliar/No Opinion,Compensation Package,Low (1-4),Disengaged/Non-Target
1913,Complete,English,1762847684_6912ebc4b8bf40.49473813,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,137.132.26.9,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,5.0,Career growth opportunities,,"Types of roles available, Career progression and development, Compensation and benefits",1.0333333333333334,Late Talent (Graduate Seekers),5.0,Year 4,Singaporean/PR,Female,Social Sciences,Recognize but Unclear,Career Growth Opportunities,Medium (5-7),High Potential but Uninformed
1914,Complete,English,1762847693_6912ebcd33d155.92687303,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,111.65.73.108,103.88990020752,1.3064999580383,Singapore,Singapore,0,43.0,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,,,Work-life balance and culture,Application and interview process,,,3.0,Meaningful work impact,,"Types of roles available, Work-life balance and culture, Application and interview process",1670.45,Late Talent (Graduate Seekers),3.0,Year 4,Singaporean/PR,Female,Social Sciences,Familiar & Positive,Meaningful Work Impact,Low (1-4),Disengaged/Non-Target
1917,Complete,English,1762847761_6912ec110b9151.70631951,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0.1 Mobile/15E148 Safari/604.1",,137.132.26.172,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 1,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,7.0,Career growth opportunities,,"Career progression and development, Compensation and benefits, Work-life balance and culture",91.0,Early Talent (Internship Seekers),7.0,Year 1,Singaporean/PR,Female,Social Sciences,Recognize but Unclear,Career Growth Opportunities,Medium (5-7),High Potential but Uninformed
1919,Complete,English,1762847833_6912ec599ff290.47624437,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",,137.132.26.202,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,Compensation and benefits,,,,,8.0,Learning and development,,"Types of roles available, Career progression and development, Compensation and benefits",1.7666666666666666,Early Talent (Internship Seekers),8.0,Year 1,Singaporean/PR,Female,Social Sciences,Unfamiliar/No Opinion,Learning & Development,High (8-10),Disengaged/Non-Target
1920,Complete,English,1762847851_6912ec6b5d9479.40418915,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,119.56.17.113,103.88590240479,1.3552000522614,Singapore,Singapore,0,53.0,National University of Singapore (NUS),Year 1,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Male,I’m not familiar enough with the organisation to form a solid opinion,,Career progression and development,,Work-life balance and culture,Application and interview process,,,6.0,Work-life balance,,"Career progression and development, Work-life balance and culture, Application and interview process",2.45,Early Talent (Internship Seekers),6.0,Year 1,Singaporean/PR,Male,Social Sciences,Unfamiliar/No Opinion,Work-Life Balance,Medium (5-7),Disengaged/Non-Target
1921,Complete,English,1762847829_6912ec55af6292.77217176,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0.1 Mobile/15E148 Safari/604.1",,104.28.122.109,-97.821998596191,37.750999450684,United States,,,,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,Compensation and benefits,,,,,5.0,Meaningful work impact,,"Types of roles available, Career progression and development, Compensation and benefits",1.1833333333333333,Early Talent (Internship Seekers),5.0,Year 2,Singaporean/PR,Male,Social Sciences,Unfamiliar/No Opinion,Meaningful Work Impact,Medium (5-7),Disengaged/Non-Target
