Response ID,Time Started,Date Submitted,Status,Language,SessionID,User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,Which higher education institution do you or did you study at?,What is your current year of study as of 2025?,What will be your highest qualification when you graduate?,Which of the following best describes the main subject that you are studying? ,Please indicate your nationality.,What is your gender?,Which of these statements best describes your current perception of the organisation as an employer?,Types of roles available:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Career progression and development:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Compensation and benefits:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Work-life balance and culture:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Application and interview process:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Other - Write In (Required):What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Other - Write In (Required):What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,"On a scale from 1 to 10 (1 – Low, 10 – High), how would you rate the attractiveness of the organisation as an employer?   ",Which of these factors would most motivate you to apply for a position at the organisation?  ,Other - Write In (Required):Which of these factors would most motivate you to apply for a position at the organisation?  
1994,"Nov 12, 2025 10:02:28 AM","Nov 12, 2025 10:03:21 AM",Complete,English,1762912946_6913eab2596772.65089389,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",,137.132.26.173,103.7630997,1.309900045,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,5,Meaningful work impact,
1995,"Nov 12, 2025 10:02:28 AM","Nov 12, 2025 10:04:12 AM",Complete,English,1762912943_6913eaaf566857.41139692,"Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36",,122.11.177.27,103.8565979,1.324800014,Singapore,Singapore,0,32,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,5,Meaningful work impact,
1996,"Nov 12, 2025 10:03:17 AM","Nov 12, 2025 12:00:40 PM",Complete,English,1762912986_6913eada28b251.03788088,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.14,103.7630997,1.309900045,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,5,Work-life balance,
1997,"Nov 12, 2025 10:03:49 AM","Nov 12, 2025 10:05:18 AM",Complete,English,1762913022_6913eafeb01b10.94809878,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1",,111.65.74.98,103.914299,1.315299988,Singapore,Singapore,0,42,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",,Career progression and development,Compensation and benefits,,Application and interview process,,,5,Compensation package,
1998,"Nov 12, 2025 10:04:21 AM","Nov 12, 2025 10:06:40 AM",Complete,English,1762913054_6913eb1e227308.06093527,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,137.132.26.104,103.7630997,1.309900045,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,7,Career growth opportunities,
1999,"Nov 12, 2025 10:04:25 AM","Nov 12, 2025 10:06:35 AM",Complete,English,1762913059_6913eb23451bc3.48860302,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.247,103.7630997,1.309900045,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 3,Bachelor's Degree,Media,Singaporean/Singapore PR,Male,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,,Compensation and benefits,,Application and interview process,,,6,Learning and development,
2000,"Nov 12, 2025 10:04:34 AM","Nov 14, 2025 1:31:09 PM",Complete,English,1762913051_6913eb1ba62072.27327963,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,219.75.43.136,103.8554001,1.303599954,Singapore,Singapore,0,18,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,5,Compensation package,
2001,"Nov 12, 2025 10:05:00 AM","Nov 12, 2025 7:17:14 PM",Complete,English,1762913074_6913eb326d2f49.20803615,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.230,103.7630997,1.309900045,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Male,I’m not familiar enough with the organisation to form a solid opinion,,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,1,Work-life balance,
2002,"Nov 12, 2025 10:05:21 AM","Nov 12, 2025 8:56:44 PM",Complete,English,1762913110_6913eb5662c9f2.24802500,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0.1 Mobile/15E148 Safari/604.1",,104.28.119.112,-97.8219986,37.75099945,United States,,,,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,,Application and interview process,,,8,Learning and development,
2003,"Nov 12, 2025 10:06:38 AM","Nov 12, 2025 10:07:52 AM",Complete,English,1762913191_6913eba791f844.79828412,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0.1 Mobile/15E148 Safari/604.1",,104.28.122.111,-97.8219986,37.75099945,United States,,,,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Male,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,,Work-life balance and culture,,,,4,Career growth opportunities,
2004,"Nov 12, 2025 10:07:19 AM","Nov 12, 2025 1:20:39 PM",Complete,English,1762913232_6913ebd0db7309.34154644,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,172.224.240.55,-97.8219986,37.75099945,United States,,,,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,6,Career growth opportunities,
2005,"Nov 12, 2025 10:08:22 AM","Nov 12, 2025 3:54:02 PM",Complete,English,1762913297_6913ec11ad6cc6.48991018,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/142.0.7444.128 Mobile/15E148 Safari/604.1",,137.132.26.188,103.7630997,1.309900045,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",,Career progression and development,,Work-life balance and culture,Application and interview process,,,5,Meaningful work impact,
2006,"Nov 12, 2025 10:09:09 AM","Nov 12, 2025 10:10:06 AM",Complete,English,1762913344_6913ec40ed5ce3.18857916,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,210.10.6.15,103.8843002,1.305099964,Singapore,Singapore,0,39,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,,Work-life balance and culture,,,,4,Career growth opportunities,
2007,"Nov 12, 2025 10:09:46 AM","Nov 12, 2025 10:10:18 AM",Partial,English,1762913382_6913ec66bd6e37.76135559,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,119.56.17.116,103.8859024,1.355200052,Singapore,Singapore,0,53,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,,,,,,,,,,,
2008,"Nov 12, 2025 10:09:51 AM","Nov 12, 2025 10:10:57 AM",Complete,English,1762913387_6913ec6badd0e0.61240775,"Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36",,137.132.26.61,103.7630997,1.309900045,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,,Work-life balance and culture,Application and interview process,,,7,Work-life balance,
2009,"Nov 12, 2025 10:10:58 AM","Nov 12, 2025 10:11:58 AM",Complete,English,1762913381_6913ec6513e442.64829779,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6.2 Mobile/22G100 Safari/604.1",,119.56.17.116,103.8859024,1.355200052,Singapore,Singapore,0,53,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,7,Work-life balance,
2010,"Nov 12, 2025 10:11:18 AM","Nov 12, 2025 10:12:30 AM",Complete,English,1762913473_6913ecc1547792.08186708,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0.1 Mobile/23A355 Safari/604.1",,137.132.26.238,103.7630997,1.309900045,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,8,Work-life balance,
2011,"Nov 12, 2025 10:11:46 AM","Nov 12, 2025 10:13:22 AM",Complete,English,1762913502_6913ecde2ec917.40769909,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6.2 Mobile/22G100 Safari/604.1",,137.132.26.126,103.7630997,1.309900045,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,8,Career growth opportunities,
2012,"Nov 12, 2025 10:14:02 AM","Nov 12, 2025 10:14:51 AM",Disqualified,English,1762913636_6913ed64d430c6.99433276,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6.1 Mobile/22G90 Safari/604.1",,111.65.38.90,103.8554001,1.303599954,Singapore,Singapore,0,18,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)","Non-Singaporean, no long-term residence status",Female,,,,,,,,,,,
2013,"Nov 12, 2025 10:14:19 AM","Nov 12, 2025 10:15:13 AM",Disqualified,English,1762913648_6913ed70d1d748.42598616,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/142.0.7444.128 Mobile/15E148 Safari/604.1",,137.132.26.229,103.7630997,1.309900045,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 1,Bachelor's Degree,Mathematical Science/Statistics,"Non-Singaporean, no long-term residence status",Female,,,,,,,,,,,
2014,"Nov 12, 2025 10:14:42 AM","Nov 12, 2025 10:16:09 AM",Complete,English,1762913677_6913ed8d3f9f42.94758035,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/142.0.7444.128 Mobile/15E148 Safari/604.1",,137.132.26.190,103.7630997,1.309900045,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,Compensation and benefits,,,,,1,Meaningful work impact,
2015,"Nov 12, 2025 10:15:19 AM","Nov 12, 2025 10:16:51 AM",Disqualified,English,1762913713_6913edb1127e93.39024672,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,137.132.26.41,103.7630997,1.309900045,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)","Non-Singaporean, with long-term residence status",Female,,,,,,,,,,,
2016,"Nov 12, 2025 10:15:24 AM","Nov 12, 2025 10:16:19 AM",Disqualified,English,1762913714_6913edb23d2630.06927176,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22G86 Instagram 405.1.0.27.75 (iPhone17,1; iOS 18_6; zh_CN; zh-Hans; scale=3.00; 1206x2622; IABMV/1; 817093285)",,137.132.26.171,103.7630997,1.309900045,Singapore,Singapore,0,12,Yale-NUS College,Year 1,Bachelor's Degree,Mathematical Science/Statistics,"Non-Singaporean, no long-term residence status",Female,,,,,,,,,,,
2017,"Nov 12, 2025 10:16:21 AM","Nov 12, 2025 10:17:13 AM",Disqualified,English,1762913776_6913edf092e929.94221702,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,137.132.26.153,103.7630997,1.309900045,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 2,Bachelor's Degree,Mathematical Science/Statistics,"Non-Singaporean, no long-term residence status",Male,,,,,,,,,,,
2018,"Nov 12, 2025 10:17:54 AM","Nov 12, 2025 10:18:27 AM",Disqualified,English,1762913861_6913ee45ed8670.70271808,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.52,103.7630997,1.309900045,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)","Non-Singaporean, no long-term residence status",Male,,,,,,,,,,,
2019,"Nov 12, 2025 10:20:16 AM","Nov 12, 2025 10:21:50 AM",Complete,English,1762914012_6913eedc4ca9a6.64872491,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.155,103.7630997,1.309900045,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Agriculture, Veterinary Science and related subjects",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,,Work-life balance and culture,Application and interview process,,,4,Career growth opportunities,
2020,"Nov 12, 2025 10:20:34 AM","Nov 12, 2025 10:21:10 AM",Disqualified,English,1762914030_6913eeee1d5030.63168685,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,210.10.3.173,103.8367004,1.365200043,Singapore,Singapore,0,57,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Languages, Literature and Classics","Non-Singaporean, with long-term residence status",Female,,,,,,,,,,,
2021,"Nov 12, 2025 10:21:14 AM","Nov 12, 2025 10:22:03 AM",Disqualified,English,1762914069_6913ef1575d435.82137940,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0.1 Mobile/15E148 Safari/604.1",,137.132.26.91,103.7630997,1.309900045,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 1,Bachelor's Degree,Mathematical Science/Statistics,"Non-Singaporean, no long-term residence status",Female,,,,,,,,,,,
2022,"Nov 12, 2025 10:21:11 AM","Nov 12, 2025 10:22:28 AM",Complete,English,1762914068_6913ef14d5b532.98370770,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,119.234.19.231,103.8554001,1.303599954,Singapore,Singapore,0,18,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",,Career progression and development,,Work-life balance and culture,Application and interview process,,,5,Work-life balance,
2023,"Nov 12, 2025 10:21:20 AM","Nov 12, 2025 10:22:15 AM",Complete,English,1762914075_6913ef1bb8dbc4.69134168,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Mobile/15E148 Safari/604.1",,137.132.26.149,103.7630997,1.309900045,Singapore,Singapore,0,12,University of Nevada Las Vegas Singapore (UNLV),Year 2,Bachelor's Degree,Economics,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,5,Meaningful work impact,
2024,"Nov 12, 2025 10:21:30 AM","Nov 12, 2025 10:21:30 AM",Partial,English,1762914079_6913ef1fca5d76.36282996,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.189,103.7630997,1.309900045,Singapore,Singapore,0,12,,,,,,,,,,,,,,,,,
2025,"Nov 12, 2025 10:21:57 AM","Nov 12, 2025 10:23:28 AM",Complete,English,1762914110_6913ef3e9ff7a4.29189699,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6.2 Mobile/22G100 Safari/604.1",,137.132.26.228,103.7630997,1.309900045,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 1,Bachelor's Degree,Geography and Environmental Science,Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,7,Work-life balance,
2026,"Nov 12, 2025 10:23:04 AM","Nov 12, 2025 10:24:24 AM",Complete,English,1762914176_6913ef80589137.44752144,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/23A355 Instagram 405.1.0.27.75 (iPhone18,3; iOS 26_0_1; en_GB; en-GB; scale=3.00; 1206x2622; IABMV/1; 817093285)",,210.10.5.141,103.8554001,1.303599954,Singapore,Singapore,0,18,National University of Singapore (NUS),Year 4,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,8,Meaningful work impact,
2027,"Nov 12, 2025 10:24:00 AM","Nov 12, 2025 10:24:55 AM",Disqualified,English,1762914232_6913efb898e449.61215521,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.136,103.7630997,1.309900045,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 1,Bachelor's Degree,Mathematical Science/Statistics,"Non-Singaporean, no long-term residence status",Male,,,,,,,,,,,
2028,"Nov 12, 2025 10:24:00 AM","Nov 12, 2025 10:24:52 AM",Disqualified,English,1762914235_6913efbb80fa04.15418466,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",,137.132.26.12,103.7630997,1.309900045,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)","Non-Singaporean, no long-term residence status",Male,,,,,,,,,,,
2029,"Nov 12, 2025 10:32:50 AM","Nov 12, 2025 10:35:05 AM",Complete,English,1762914765_6913f1cda0b204.40539110,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6.2 Safari/605.1.15",,137.132.26.237,103.7630997,1.309900045,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,7,Work-life balance,
2030,"Nov 12, 2025 10:33:18 AM","Nov 12, 2025 10:35:15 AM",Complete,English,1762914790_6913f1e68b5475.65740313,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,104.28.119.108,-97.8219986,37.75099945,United States,,,,National University of Singapore (NUS),Year 1,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,,Application and interview process,,,7,Meaningful work impact,
2031,"Nov 12, 2025 10:39:06 AM","Nov 12, 2025 10:41:29 AM",Complete,English,1762915058_6913f2f23311c7.64925206,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.97,103.7630997,1.309900045,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,7,Work-life balance,
2032,"Nov 12, 2025 10:40:50 AM","Nov 12, 2025 10:41:46 AM",Disqualified,English,1762915237_6913f3a50f0785.22864089,"Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36",,119.234.37.87,103.8628006,1.338400006,Singapore,Singapore,0,35,National University of Singapore (NUS),Year 1,Postgraduate certificate/diploma,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Prefer not to say,,,,,,,,,,,
2033,"Nov 12, 2025 10:41:22 AM","Nov 12, 2025 4:14:46 PM",Disqualified,English,1762915276_6913f3cc860d88.02195706,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.96 Mobile/15E148 Safari/604.1",,137.132.26.226,103.7630997,1.309900045,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)","Non-Singaporean, with long-term residence status",Female,,,,,,,,,,,
2034,"Nov 12, 2025 11:00:36 AM","Nov 12, 2025 2:17:36 PM",Complete,English,1762915371_6913f42ba75d51.44308096,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0.1 Mobile/15E148 Safari/604.1",,172.226.45.239,-97.8219986,37.75099945,United States,,,,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,4,Work-life balance,
2035,"Nov 12, 2025 10:43:04 AM","Nov 12, 2025 10:44:29 AM",Complete,English,1762915321_6913f3f93214d0.21582146,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6.2 Mobile/22G100 Safari/604.1",,137.132.26.62,103.7630997,1.309900045,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,,Application and interview process,,,5,Job security,
2036,"Nov 12, 2025 10:43:44 AM","Nov 12, 2025 10:44:51 AM",Disqualified,English,1762915419_6913f45bd9dc31.66992108,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1",,137.132.26.200,103.7630997,1.309900045,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 1,Doctoral Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,,,,,,,,,,,
2037,"Nov 12, 2025 10:44:12 AM","Nov 12, 2025 10:45:43 AM",Complete,English,1762915446_6913f476257d36.02070544,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,210.10.0.226,103.8554001,1.303599954,Singapore,Singapore,0,18,National University of Singapore (NUS),Year 1,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,,Work-life balance and culture,Application and interview process,,,8,Job security,
